	source	target	weight	edge_sample	edcolor
2067	Capnocytophaga ochracea	Capnocytophaga sp. oral taxon 336	5.0	Supragingival_plaque	#ff964f
2068	Capnocytophaga sp. oral taxon 336	Capnocytophaga sp. CM59	4.0	Supragingival_plaque	#ff964f
2069	Capnocytophaga sp. CM59	Capnocytophaga sp. oral taxon 336	4.0	Supragingival_plaque	#ff964f
2070	Capnocytophaga sp. oral taxon 336	Capnocytophaga sp. oral taxon 332	5.0	Supragingival_plaque	#ff964f
2071	Capnocytophaga sp. oral taxon 332	Capnocytophaga sp. oral taxon 336	5.0	Supragingival_plaque	#ff964f
2072	Capnocytophaga sp. oral taxon 338	Actinobaculum sp. oral taxon 183	3.0	Intertype	#cccccc
2073	Actinobaculum sp. oral taxon 183	Capnocytophaga sp. oral taxon 338	3.0	Intertype	#cccccc
2074	Capnocytophaga sp. oral taxon 338	Actinomyces massiliensis	4.0	Intertype	#cccccc
2075	Actinomyces massiliensis	Capnocytophaga sp. oral taxon 338	4.0	Intertype	#cccccc
2076	Capnocytophaga sp. oral taxon 338	Actinomyces meyeri	4.0	Subgingival_plaque	#e4cf74
2077	Actinomyces meyeri	Capnocytophaga sp. oral taxon 338	4.0	Subgingival_plaque	#e4cf74
2078	Capnocytophaga sp. oral taxon 338	Actinomyces sp. oral taxon 171	5.0	Intertype	#cccccc
2079	Actinomyces sp. oral taxon 171	Capnocytophaga sp. oral taxon 338	5.0	Intertype	#cccccc
2080	Capnocytophaga sp. oral taxon 338	Actinomyces sp. oral taxon 178	4.0	Intertype	#cccccc
2081	Actinomyces sp. oral taxon 178	Capnocytophaga sp. oral taxon 338	4.0	Intertype	#cccccc
2082	Capnocytophaga sp. oral taxon 338	Actinomyces sp. oral taxon 849	6.0	Intertype	#cccccc
2083	Actinomyces sp. oral taxon 849	Capnocytophaga sp. oral taxon 338	6.0	Intertype	#cccccc
2084	Capnocytophaga sp. oral taxon 338	Actinomyces sp. oral taxon 877	2.0	Intertype	#cccccc
2085	Actinomyces sp. oral taxon 877	Capnocytophaga sp. oral taxon 338	2.0	Intertype	#cccccc
2086	Capnocytophaga sp. oral taxon 338	Anaeroglobus geminatus	3.0	Intertype	#cccccc
2087	Anaeroglobus geminatus	Capnocytophaga sp. oral taxon 338	3.0	Intertype	#cccccc
2088	Capnocytophaga sp. oral taxon 338	Campylobacter concisus	5.0	Intertype	#cccccc
2089	Campylobacter concisus	Capnocytophaga sp. oral taxon 338	5.0	Intertype	#cccccc
2090	Capnocytophaga sp. oral taxon 338	Campylobacter gracilis	6.0	Subgingival_plaque	#e4cf74
2091	Campylobacter gracilis	Capnocytophaga sp. oral taxon 338	6.0	Subgingival_plaque	#e4cf74
2092	Capnocytophaga sp. oral taxon 338	Candidatus Saccharibacteria oral taxon TM7x	4.0	Intertype	#cccccc
2093	Candidatus Saccharibacteria oral taxon TM7x	Capnocytophaga sp. oral taxon 338	4.0	Intertype	#cccccc
2094	Capnocytophaga sp. oral taxon 338	Capnocytophaga sp. CM59	3.0	Intertype	#cccccc
2095	Capnocytophaga sp. CM59	Capnocytophaga sp. oral taxon 338	3.0	Intertype	#cccccc
2096	Capnocytophaga sp. oral taxon 338	Capnocytophaga sp. oral taxon 323	4.0	Intertype	#cccccc
2097	Capnocytophaga sp. oral taxon 323	Capnocytophaga sp. oral taxon 338	4.0	Intertype	#cccccc
